country_name,country_code,indicator_name,indicator_code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
australia,aus,consumer price index (2010 = 100),fp.cpi.totl,7.9604578563995805,8.142559833506759,8.1165452653486,8.16857440166493,8.40270551508845,8.68886576482831,8.97502601456816,9.28720083246618,9.521331945889699,9.833506763787721,10.1716961498439,10.796045785639999,11.4464099895942,12.486992715920902,14.4120707596254,16.5972944849116,18.8085327783559,21.1238293444329,22.814776274713804,24.8959417273673,27.419354838709697,30.0208116545265,33.4287200832466,36.784599375650394,38.241415192507795,40.8168574401665,44.510926118626394,48.309053069719,51.7950052029136,55.6971904266389,59.781477627471396,61.6805411030177,62.304890738813704,63.39750260145679,64.6462018730489,67.6378772112383,69.4068678459938,69.56295525494279,70.1612903225807,71.2018730489074,74.3756503642039,77.65348595213321,79.9687825182102,82.1540062434963,84.0790842872008,86.3423517169615,89.4120707596254,91.4932362122789,95.47346514047871,97.1644120707596,100.0,103.303850156087,105.12486992715901,107.700312174818,110.37981269510901,112.04474505723199,113.47554630593099,115.686784599376,117.89802289282,119.797086368366,
austria,aut,consumer price index (2010 = 100),fp.cpi.totl,17.824165975942897,18.4555437412517,19.2642252233401,19.7860497950297,20.551487930374698,21.564862580557605,22.0079812174919,22.882726284888896,23.515401765647503,24.2397695589399,25.2997346840593,26.4899011590001,28.173370135572,30.2951293621697,33.17976910865939,35.9818844826095,38.615286702466605,40.7370459290643,42.193120479284396,43.7573896340279,46.52649765701489,49.691713260446605,52.39296653721271,54.1424585166626,57.2086474555651,59.033323921591304,60.0401057714645,60.881839798586505,62.0481659402304,63.641776192267294,65.7176901849261,67.9109713337424,70.64156663012992,73.20711687075,75.3692187226342,77.06002666284141,78.4940935454354,79.51921311995301,80.25275069789559,80.7093814395498,82.6019071178291,84.7908570145113,86.3258763824301,87.4960726122246,89.2995447582843,91.352665259889,92.66955683054279,94.6791480637343,97.7239823432117,98.2187670258861,100.0,103.28658197365499,105.853949200371,107.971196398553,109.705002346264,110.68857934681002,111.675470271742,113.99973674915199,116.2778868282,118.057979804947,
azerbaijan,aze,consumer price index (2010 = 100),fp.cpi.totl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0430217786314559,0.0384485217639959,0.472147856602571,8.320264830774232,42.5797574928902,51.00833652396171,52.88256036626329,52.473937940233,48.0004455223207,48.866855021793,49.622920999893296,50.998053879667204,52.1372815200996,55.635135464322005,61.020342473621504,66.1026809284233,77.1416666666667,93.225,94.5833333333333,100.0,107.858333333333,109.008333333333,111.641666666667,113.175,117.733333333333,132.38333333333298,149.50833333333298,152.9,156.891564325,
burundi,bdi,consumer price index (2010 = 100),fp.cpi.totl,,,,,,1.4684511545848102,1.5336042774761298,1.5168983485274898,1.6087809577408,1.6735164324251002,1.6701752466353799,1.73449307308343,1.80089914065425,1.9090700306008201,2.2092198873667797,2.55628556128437,2.73155859916348,2.91824735517142,3.61558067270226,4.9367412203843895,5.06008666245512,5.67576736106675,6.00882685882617,6.49862023788416,7.42901923537982,7.711640436232001,7.84086251921749,8.39860170320011,8.775429971003,9.798785499162472,10.4849130752725,11.4282342810669,11.636609086124999,12.762956809809802,14.658615171181701,17.482341391462,22.104109805296698,28.9810497839288,32.603800051026894,33.707577012006695,41.943020388257,45.842122296226904,45.2160655760269,50.0304301362971,54.1211329223104,61.293303298033706,62.9760619067517,68.2736478196677,84.9371636130896,93.90265115923991,100.0,109.592166059797,129.495248990341,139.774527564212,145.932087987576,154.02356829014602,162.583720148134,188.682529221908,183.371685700859,182.11233999434398,
belgium,bel,consumer price index (2010 = 100),fp.cpi.totl,15.5960812459628,15.7508998421015,15.972138089428,16.3152201607694,16.9953626282925,17.686258343501,18.424544247470003,18.9275900739252,19.4389094236704,20.1686445847987,20.9569304887677,21.8672217038685,23.058642252206997,24.662435405153197,27.7891112825666,31.337280198090898,34.1791358644944,36.604487547549,38.2409253211799,39.9499443766597,42.6060916529104,45.855865570946705,49.857500179430104,53.6773873178784,57.0814863991961,59.86063213234771,60.63544911361521,61.577349637551094,62.292222601019205,64.22767350893561,66.4424441972296,68.5787752099332,70.2438374721883,72.17865230029429,73.894729239934,74.9794794731931,76.536819062657,77.782961314864,78.521316299433,79.4014210866289,81.4218043493863,83.4323189549989,84.8049594487906,86.15247972439529,87.959341132563,90.4058709538506,92.02522787626499,93.70289959089929,97.9096389865786,97.8576042489055,100.0,103.532082107227,106.47204478576,107.657180793799,108.02321825881,108.62969209789699,110.773882150291,113.128902605325,115.451625636977,117.110457187971,
benin,ben,consumer price index (2010 = 100),fp.cpi.totl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9035110866788,39.0749196511076,54.130824646681496,61.9595212620572,65.0043606701871,67.2576041625903,71.12714571184041,71.3595343803007,74.33194758154059,77.2935520075026,79.2175140068503,80.39567051206879,81.098240905089,85.44877295417591,88.6805967620689,89.83173132909441,96.9709273997077,97.83985707324992,100.0,102.70423907747299,109.63131395159999,110.101510475881,109.497320123437,109.736884846516,108.865518921553,110.791798993148,111.732206712586,110.709095484763,
burkina faso,bfa,consumer price index (2010 = 100),fp.cpi.totl,10.7133005080714,12.7019182107387,12.9147908725139,13.634687510708499,13.886264292909301,13.7848594976069,14.110748190815402,13.499223089567598,13.4605189692272,14.7602033299891,15.021843183445402,15.331476146106501,14.883282432646899,16.014990911173,17.4114355727664,20.6772892464645,18.940248325912897,24.619690943546,26.655527672995895,30.652115138535198,34.3924813274804,36.991075966636295,41.452112876175,44.83201982499371,47.0050088538346,50.25120194423679,48.9387697328474,47.6263375212922,49.6531315695681,49.413903419607706,49.1647074300655,50.2279436521121,49.2278370807498,49.5002913626491,61.9634134529494,66.58516840565761,70.64540172859729,72.2834500331878,75.9585816558613,75.1438395576924,74.91524285388971,78.6665733778311,80.378117929379,82.0134635796595,81.68522215881471,86.92536198444469,88.9534250489503,88.74827416092229,98.2086608259859,100.770116199365,100.0,102.759767248545,106.683291770574,107.25270157938499,106.97589359933501,107.75129657649201,108.226524455215,109.83152269989799,111.97976470929301,108.35902293441299,
bangladesh,bgd,consumer price index (2010 = 100),fp.cpi.totl,,,,,,,,,,,,,,,,,,,,,,,,,,,24.280002828765802,26.6775793190573,28.655125837091198,30.387465668618102,32.2492201402459,34.299420491319,35.5458878143966,36.617531851723896,38.5632923178032,42.5344675825385,43.545566758999996,45.855920809106294,49.708844392463,52.744412354129295,53.9091441150379,54.9911943003265,56.8238115576626,60.044987358421096,64.60092262163809,69.1531029680564,73.83149099138309,80.55531377839671,87.7263034206632,92.48411524066499,100.0,111.39516515523998,118.321164250415,127.23122878648701,136.126776861358,144.558850888013,152.529140322278,161.22645891358601,170.164243384102,179.679821747048,
bulgaria,bgr,consumer price index (2010 = 100),fp.cpi.totl,,,,,,,,,,,,,,,,,,,,,,,,,,0.0248348625322642,0.0255054038206353,0.0262007799715387,0.0268216515348453,0.0285352570495715,0.0353266482273696,0.154889375265074,0.29630017289574395,0.5122401577786679,1.0042844188839901,1.62749144473476,3.6066437942485,41.778408087814,49.5793578586104,50.85505596564921,56.101396844914596,60.2309865975912,63.730493445071104,65.2272943870787,69.2369014528234,72.72563680249151,78.00667773750149,84.56121550492409,95.00344289747329,97.6190798145944,100.0,104.219903466019,107.29915169435499,108.254214513041,106.71897077713301,106.607307237894,105.755782341187,107.93895718849501,110.974058623258,114.41839316035299,
bahrain,bhr,consumer price index (2010 = 100),fp.cpi.totl,,,,,,17.965654749727,18.3491265694073,19.1304504018123,19.753592108714898,19.715244926751602,20.0364025755978,21.1964048301295,22.274919322797498,25.4673222211887,31.6795656992326,36.7989144913243,45.0771123977812,53.069789692663,61.447141295760495,62.8026602869676,65.2328249647511,72.6332259437298,79.0872060052621,81.437993444915,81.70054892518809,79.54694753516242,77.7204754707078,76.36425181070508,76.59596841593171,77.73410585925049,78.4565164520158,79.0562535478963,78.919949662469,80.92361677825191,81.5846906225748,83.7907690082171,83.4118442067292,85.440046021889,85.1268793193387,84.03079586041241,83.43850231428459,82.4309224886878,82.0224441810135,83.32957476557141,85.29027064240842,87.49605350385,89.25251022684981,92.1591669765712,95.4087021197468,98.0758646336922,100.0,99.5999593025119,102.346325293152,105.72376586815399,108.522858827732,110.529042157059,113.609258293,115.184698674791,117.589374360011,118.77211186049101,
"bahamas, the",bhs,consumer price index (2010 = 100),fp.cpi.totl,,,,,,,13.9623368968273,14.7215747788535,15.390086121392,16.765309454518498,17.7967269545306,18.6180408895538,19.8898041340179,20.9801142998882,23.7226024979529,26.1801775286024,27.294363099484,28.165019538488604,29.885640398720604,32.6026614980059,36.5468784190308,40.6088806717566,43.0505387656631,44.772560316289606,46.5483950403732,48.6919531164135,51.33776747805321,54.293007587071294,56.6832093747896,59.73710696847879,62.5264231260044,66.9749787984559,70.8181362695158,72.7464416517276,73.7644075162908,75.2891140975746,76.3274544374358,76.7427905733803,77.7685449697281,78.743955592022,80.00884291512558,81.64501557187671,83.41963360727591,85.9431152817263,86.78700279430441,88.16831009490791,90.27537953524391,92.52556373927109,96.6795543958914,98.6737971456012,100.0,103.198781416603,105.235272691149,106.324110856582,157.121478233098,109.602977818188,109.241245908716,110.879784013505,113.393999859543,116.218911182281,
bosnia and herzegovina,bih,consumer price index (2010 = 100),fp.cpi.totl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.04970120560151,90.2594769186035,91.61407048429741,98.4182869878809,98.0428563756199,100.0,103.67125,105.799283333333,105.700841666667,104.7525,103.66723997104201,102.025047222661,102.85158612695,104.30910432626,104.896137350469,
belarus,blr,consumer price index (2010 = 100),fp.cpi.totl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000144697526067745,0.0018669297814655603,0.0433317495765943,0.350703795845737,0.535567049888312,0.8779945165489592,1.51778663650374,5.97520347175982,16.0506056584144,25.8631326997578,36.864675221104996,47.3334466749698,55.9047019795301,61.6846217217237,66.0007742985639,71.5624963519243,82.1808511686493,92.8197017390843,100.0,153.228698311817,243.970328963941,288.646812458566,340.948328529255,387.09394515789495,432.912632614287,459.025218055968,481.390313879142,508.33929438020897,
belize,blz,consumer price index (2010 = 100),fp.cpi.totl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bermuda,bmu,consumer price index (2010 = 100),fp.cpi.totl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bolivia,bol,consumer price index (2010 = 100),fp.cpi.totl,2.2431194687768e-05,2.41273279200143e-05,2.55458534917657e-05,2.53654085126076e-05,2.79480682884367e-05,2.87474629809552e-05,3.07459497122516e-05,3.41894960797163e-05,3.605987468733979e-05,3.68567072174334e-05,3.8314577666289504e-05,3.9722490618402794e-05,4.2309038077501294e-05,5.56304739870009e-05,9.05864806797376e-05,9.781233417697059e-05,0.00010220803186715699,0.00011049429817310501,0.00012193672557526799,0.000145982302508053,0.000214946751069521,0.000284016882664291,0.00063487917951047,0.00238451911542189,0.0329385534117753,3.9030998793365894,14.6887686958595,16.8301999898881,19.523383916998398,22.4857583501393,26.3350446402851,31.983140050655198,35.8404102387903,38.8968363247954,41.959590415119294,46.2366182230716,51.9817430329974,54.4292744812108,58.6057573316525,59.87135819542279,62.6303680784418,63.625974091274394,64.2165878277004,66.35967195701801,69.3043033000567,73.04204451772459,76.1699941455488,82.8010561907834,94.39884344719641,97.5578575098271,100.0,109.884464198239,114.84641026560101,121.434460016488,128.437100493447,133.651146397123,138.493613869075,142.402953510879,145.638433874571,148.317518475358,
brazil,bra,consumer price index (2010 = 100),fp.cpi.totl,,,,,,,,,,,,,,,,,,,,,3.5720399582063e-10,7.20570021177796e-10,1.44505532582099e-09,3.3962800392250798e-09,9.92127211260219e-09,3.2342321744632996e-08,7.99317280305453e-08,2.62444768495788e-07,1.9135228855315397e-06,2.92907487949526e-05,0.0008927037503294401,0.00475620651227255,0.0500334876739342,1.01436931774854,22.0715442934335,36.640315941141,42.4139744020249,45.3518684755867,46.800895273592204,49.074692199534205,52.5315827425714,56.1249316036127,60.8675805806435,69.8241962003048,74.43062766812801,79.5436673306746,82.87143084573391,85.8890058743968,90.7662937251917,95.2029817480311,100.0,106.63644962213101,112.398549260784,119.372104441451,126.927212865611,138.388614560103,150.482594206408,155.66878623001801,161.373814183906,167.397860280061,
barbados,brb,consumer price index (2010 = 100),fp.cpi.totl,,,,,,,6.1383620902613405,6.36148388870337,6.83787908000287,7.2368851790415,7.76403555419804,8.34395121954913,9.334933621688009,10.9083443220283,15.154191338062198,18.229653965379104,19.1387245360943,20.737261565089103,22.703648045590896,25.693681155497604,29.4014128815369,33.6844822890664,37.164920116080296,39.1087564805731,40.9413135404401,42.5442090566198,43.11007615927279,44.5377659618773,46.701793291054706,49.5926875677786,51.117450806280004,54.3161389044404,57.62610630727411,58.267738042730294,58.31272329355579,59.4083393554372,60.825912768836204,65.51591836706571,64.684595653445,65.693715710441,67.2938918008204,69.0286172321325,69.1150752011193,70.2343476740119,71.2137110877929,75.5450623761222,81.0656406669,84.336014923633,91.17407018771108,94.49632738719829,100.0,109.432202401772,114.393144456104,116.468355477784,118.52926677928998,117.210285040264,118.712836656173,124.24507403521002,128.809607088726,134.091174070188,
brunei darussalam,brn,consumer price index (2010 = 100),fp.cpi.totl,,,,,,,,,,,,,,,,,,49.39791849968739,,,58.3883396666305,63.7233148645967,67.7739441815711,68.5643108775661,70.67195540021959,72.33501865637541,73.6234810305759,74.5414590160282,75.4306215490226,76.41446342580821,78.048711229506,79.2974906091781,80.3121238551617,83.72675497145259,85.78854175976541,90.90723640456709,92.72186894065321,94.3088594023198,93.89259960909571,93.5023560529482,94.9592653292323,95.5251184856463,93.3137383341436,93.593679549146,94.3557417455415,95.52993961957951,95.6826806042815,96.60867282403758,98.6229445597957,99.6443998949906,100.0,100.13791156317,100.24983196316799,100.64000937491699,100.43157512789699,99.9411201211483,99.6625909496525,98.40633836349359,99.41505429921791,99.0268165721066,
bhutan,btn,consumer price index (2010 = 100),fp.cpi.totl,,,,,,,,,,,,,,,,,,,,,13.941786625137699,15.326644131359599,16.8446610131797,19.88069477682,21.278868220601698,21.6783463473965,23.835528232088297,25.3535451139084,27.910205125395002,30.360337636403,33.3963714000433,37.4976801684696,43.489852070391294,48.363485217287504,51.7457333574833,56.659314317059,61.6394749644339,65.6542301387214,72.5984915761706,77.5187305045262,80.6280019247456,83.37774303084959,85.4483713214025,86.786623046165,71.07075447635559,74.8456868846605,78.58831131289429,82.64041218180891,89.52201193694842,93.42617626553759,100.0,108.848985699468,120.73492152561701,129.194415027179,139.880163824499,146.242115033883,150.950945729304,158.430691390623,162.746286170163,167.182458685409,
botswana,bwa,consumer price index (2010 = 100),fp.cpi.totl,,,,,,,,,,,,,,,3.03857705919775,3.40243921825504,3.8016278005374105,4.30225368374611,4.69134900225421,5.24193654113544,5.95653961636366,6.9350815392586895,7.707455886199219,8.514977123528991,9.24534665027727,9.99371824283448,10.9932615154108,12.0708137397458,13.0789294245651,14.592817434251199,16.2558654177117,18.1683705986913,21.1057623358172,24.130387628851,26.674435332063698,29.478597638347896,32.4508827978371,35.2805774747962,37.6307573887633,40.5468762381222,44.034509775931,46.9227498599996,50.6919589272398,55.3505006072386,59.194982340762394,64.2918036779929,71.7208622579467,76.7994154183413,86.55462184873949,93.5026184386796,100.0,108.459872334086,116.63438728383301,123.497862684651,128.934551163777,132.88256798725598,136.623156350634,141.143033956383,145.713267399351,149.753698758867,
central african republic,caf,consumer price index (2010 = 100),fp.cpi.totl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canada,can,consumer price index (2010 = 100),fp.cpi.totl,13.344304522037802,13.480251860332,13.6233543216943,13.845163136805999,14.1099026903263,14.4390383514596,14.9899828277046,15.526617057813402,16.156267887807697,16.8932455638237,17.458500286204902,17.930738408700602,18.8251287922152,20.2346880366342,22.4599313108185,24.8568975386377,26.7315397824843,28.863766456783104,31.453921007441302,34.3302804808243,37.807670291929,42.522896393818,47.1021751574127,49.8640526617058,52.010589582140796,54.07126502575849,56.3394390383515,58.793646250715504,61.16199198626221,64.2100744132799,67.279622209502,71.0646823125358,72.1236405266171,73.468803663423,73.590440755581,75.1717229536348,76.3523182598741,77.5901545506583,78.3629078420149,79.72238122495709,81.89038351459641,83.95821408128221,85.8543216943332,88.2226674298798,89.8611906124786,91.850314825415,93.689181453921,95.6926159129937,97.9607899255867,98.2541499713795,100.0,102.912135088724,104.471951917573,105.45220377790501,107.462793360046,108.67200915855801,110.224670864339,111.98483113909599,114.524899828277,116.75729822553001,
central europe and the baltics,ceb,consumer price index (2010 = 100),fp.cpi.totl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switzerland,che,consumer price index (2010 = 100),fp.cpi.totl,24.0411886758258,24.484842339959897,25.541607857508,26.420293320664502,27.234184703214396,28.164090744886398,29.509203336899198,30.6911037946858,31.426409689987697,32.2086211658658,33.373281145735604,35.566982354528605,37.9357438509247,41.2568953984169,45.286627010748795,48.3192891953574,49.1481956649516,49.78515505738171,50.297340515619105,52.1320073895661,54.2290167065305,57.748646776155006,61.014392026384705,62.8142144992224,64.6555729942435,66.87674399866071,67.37852614078109,68.3489982041575,69.62880529033221,71.8257953942946,75.70722832485959,80.143358427861,83.3787531517901,86.124106560854,86.8580058334999,88.4212758425243,89.13895423540991,89.602668127386,89.61875078411079,90.3414783831775,91.7494670079095,92.6568849747739,93.2523985965321,93.8476276414524,94.6011139313128,95.7097927687074,96.72386200365021,97.43220627625271,99.7959584072251,99.3164708276625,100.0,100.231336576913,99.5371886231384,99.3208858340333,99.30774651488909,98.17176456258959,97.74510257490809,98.26686201104928,99.1869477125836,99.54691302022779,
channel islands,chi,consumer price index (2010 = 100),fp.cpi.totl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chile,chl,consumer price index (2010 = 100),fp.cpi.totl,,,,,,,,,,,0.00112474788217588,0.00135028492797248,0.00240074908621802,0.0108708556224468,0.0657402537088798,0.31209217372608,0.973491335196732,1.86865684798968,2.61774951623307,3.49179563534724,4.718754676413679,5.647728015480539,6.20917017845625,7.90161578155235,9.47089292625242,12.378788432595101,14.789784992474699,17.7301193291765,20.3336723285315,23.796077187701602,29.9917383358418,36.525262309180796,42.1595785852505,47.5255514943023,52.9639572135025,57.3242840249409,61.5428456245969,65.3178004730166,68.6557030746076,70.94666093313259,73.67333476671679,76.3028101483552,78.2022909051817,80.3999150720275,81.2479241023436,83.7280789077618,86.5681498602451,90.3839002365083,98.2620038701354,98.6089131369598,100.0,103.34121694259301,106.449150720275,108.354117394109,113.466996344872,118.401419049667,122.884325951408,125.566544829069,128.62395183831399,131.913566974844,
china,chn,consumer price index (2010 = 100),fp.cpi.totl,,,,,,,,,,,,,,,,,,,,,,,,,,,26.048321036118697,27.9326137383688,33.187246182075896,39.2424711028188,40.4402651714292,41.8785982804949,44.5395566007953,51.0468208441459,63.42924018777661,74.0797879027915,80.2381542679357,82.4739651588297,81.83629102020741,80.68937683631191,80.97001953752729,81.5523012121143,80.9553583474872,81.8682125556712,84.9993750151793,86.5093176560146,87.93623097722799,92.1719128488834,97.63333398966628,96.9223960389561,100.0,105.55389705904301,108.31890901056101,111.15800072125099,113.294061123401,114.92212455459101,117.22056704568199,119.088051569694,121.55887724761801,125.083155733959,
cote d'ivoire,civ,consumer price index (2010 = 100),fp.cpi.totl,5.558836943126509,6.20457880008372,6.12135995510318,6.17911292402158,6.21731173808977,6.37965669789429,6.64704839639421,6.7993889049167,7.163187134180711,7.4819653325596,8.09587484446534,8.05994976931643,8.08496089757378,8.98263302829179,10.5419631884473,11.7484090662531,13.1672221604008,16.7779195858277,18.999817271053,22.1048351578257,25.3544628407263,27.5854554816787,29.6772952999557,31.351221902324802,32.6945468639048,33.3039088979584,36.52871132025621,39.0650116220129,41.772484980615396,42.2108948289126,41.870725797024896,42.5755560310966,44.3770912239754,45.337728570026705,57.162520887787196,65.3339427395351,66.9547515630836,69.6468905321824,72.85862039072799,73.3703617129058,75.2272006073529,78.50825688310341,80.9241638777508,83.59207775729891,84.8108405175449,88.10644593990841,90.2802006727278,91.9883077512367,97.7914156186894,98.78840357713949,100.0,104.912433950525,106.281028400716,109.02432281741501,109.51349541321301,110.88405631310499,111.685945921178,112.451978676858,112.85614124418899,111.606977877028,
cameroon,cmr,consumer price index (2010 = 100),fp.cpi.totl,,,,,,,,,7.524800838489679,7.441908295592951,7.87786166933996,8.1940813700201,8.857221713163211,9.77702192991105,11.4618896166232,13.0153572724161,14.3078669227565,16.4108814370007,18.4561781806352,19.670707438769,21.5496050777554,23.8613389624717,27.024641407843898,31.519170706894304,35.1039475115789,38.09072277535579,41.050381452743295,46.444606763790205,47.225959527901104,46.439398942563,46.9499450028635,46.9781390695069,46.9705967077296,45.4644588928368,61.4199660724494,66.9905670350674,69.6193195769357,72.9514664757748,75.2645764514801,76.67333740303971,77.6142650318084,81.04463894179321,83.34178650508571,83.8611421466501,84.0570815081705,85.749604048364,90.1379070575965,90.96843975740721,95.8241588442075,98.74068065051941,100.0,102.939699463051,105.76285579798001,107.94060484306,109.920376702223,112.872819083496,113.845489605607,114.577144423123,115.80804605729901,118.648588290011,
"congo, dem. rep.",cod,consumer price index (2010 = 100),fp.cpi.totl,,,,3.54655752853891e-14,4.80278597519732e-14,4.67181494887695e-14,5.4090320779809804e-14,7.40639965363608e-14,1.13556158365998e-13,1.20569608976082e-13,1.30245662568943e-13,1.37770410128697e-13,1.59543942490218e-13,1.8450102189692602e-13,2.38872146572463e-13,3.0732805514189797e-13,5.543766597755301e-13,9.36606661480924e-13,1.39338071649056e-12,2.80140949283502e-12,4.10759207290032e-12,5.56201915403393e-12,7.60326336257742e-12,1.3421789728827e-11,2.0431589374857196e-11,2.52985542541259e-11,3.65311123429578e-11,6.527026997564479e-11,1.11672034903421e-10,2.27883794232873e-10,4.13142847259999e-10,9.314044497214308e-09,3.9390676230795e-07,8.22045898006947e-06,0.00196248100474795,0.0125973399013556,0.0746319135920352,0.222788731136843,0.287728988223605,1.10745441992109,6.79873847528014,31.269887555907196,41.1269636904424,46.421634897108795,48.275893257765205,58.5667769448823,66.21131969589949,77.4308944628405,90.8275112898595,93.3706816059754,100.0,115.31651591394899,126.527389319038,127.550012909223,129.135509183588,130.096534344838,133.850926577035,,,,
